1736032962.622440 server started (91794): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1736032962.622480 on Linux 6.6.68 #1-NixOS SMP PREEMPT_DYNAMIC Fri Dec 27 12:58:58 UTC 2024
1736032962.622491 using libevent 2.1.12-stable poll
1736032962.622504 using utf8proc 2.9.0
1736032962.622508 using ncurses 6.4 20221231
1736032962.624342 yylex_token: end at WS
1736032962.624344 yylex_token: %%
1736032962.624352 cmd_parse_build_commands 0:0: bind
1736032962.624355 cmd_parse_build_commands 0:1: -N
1736032962.624358 cmd_parse_build_commands 0:2: Rename current session
1736032962.624361 cmd_parse_build_commands 0:3: $
1736032962.624365 cmd_parse_build_commands 0:4 0:0: command-prompt
1736032962.624368 cmd_parse_build_commands 0:4 0:1: -I#S
1736032962.624373 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1736032962.624376 cmd_parse_build_commands 0:4 0:2 0:1: --
1736032962.624379 cmd_parse_build_commands 0:4 0:2 0:2: %%
1736032962.624384 cmd_parse_build_commands 0:0: command-prompt
1736032962.624387 cmd_parse_build_commands 0:1: -I#S
1736032962.624391 cmd_parse_build_commands 0:2 0:0: rename-session
1736032962.624394 cmd_parse_build_commands 0:2 0:1: --
1736032962.624397 cmd_parse_build_commands 0:2 0:2: %%
1736032962.624402 cmd_parse_build_commands 0:0: rename-session
1736032962.624404 cmd_parse_build_commands 0:1: --
1736032962.624407 cmd_parse_build_commands 0:2: %%
1736032962.624412 args_parse_flags: next --
1736032962.624416 args_parse: flags end at 2 of 3
1736032962.624419 args_parse: 2 = %% (type STRING)
1736032962.624425 cmd_parse_build_commands: rename-session "%%"
1736032962.624428 args_parse_flags: next -I#S
1736032962.624432 args_parse_flag_argument: -I = #S
1736032962.624434 args_parse: flags end at 2 of 3
1736032962.624440 args_parse: 2 = rename-session "%%" (type COMMANDS)
1736032962.624450 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1736032962.624453 args_parse_flags: next -N
1736032962.624456 args_parse_flag_argument: -N = Rename current session
1736032962.624459 args_parse_flags: next $
1736032962.624462 args_parse: flags end at 3 of 5
1736032962.624465 args_parse: 3 = $ (type STRING)
1736032962.624473 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1736032962.624486 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1736032962.624493 cmdq_get_command: [bind-key/0x2c1a1ae0] group 58
1736032962.624497 cmdq_append <global>: [bind-key/0x2c1a1ae0]
1736032962.624500 yylex_token: end at WS
1736032962.624502 yylex_token: bind
1736032962.624504 yylex_token: end at WS
1736032962.624507 yylex_token: -N
1736032962.624514 yylex_token: end at WS
1736032962.624517 yylex_token: Split window horizontally
1736032962.624520 yylex_get_word: %
1736032962.624523 yylex_token: end at WS
1736032962.624526 yylex_token: split-window
1736032962.624529 yylex_token: end at WS
1736032962.624531 yylex_token: -h
1736032962.624535 cmd_parse_build_commands 0:0: bind
1736032962.624538 cmd_parse_build_commands 0:1: -N
1736032962.624542 cmd_parse_build_commands 0:2: Split window horizontally
1736032962.624545 cmd_parse_build_commands 0:3: %
1736032962.624548 cmd_parse_build_commands 0:4 0:0: split-window
1736032962.624551 cmd_parse_build_commands 0:4 0:1: -h
1736032962.624556 cmd_parse_build_commands 0:0: split-window
1736032962.624558 cmd_parse_build_commands 0:1: -h
1736032962.624564 args_parse_flags: next -h
1736032962.624567 args_parse_flags: -h
1736032962.624570 args_parse: flags end at 2 of 2
1736032962.624575 cmd_parse_build_commands: split-window -h
1736032962.624578 args_parse_flags: next -N
1736032962.624582 args_parse_flag_argument: -N = Split window horizontally
1736032962.624585 args_parse_flags: next %
1736032962.624588 args_parse: flags end at 3 of 5
1736032962.624591 args_parse: 3 = % (type STRING)
1736032962.624595 args_parse: 4 = split-window -h (type COMMANDS)
1736032962.624607 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1736032962.624613 cmdq_get_command: [bind-key/0x2c1a2020] group 70
1736032962.624617 cmdq_append <global>: [bind-key/0x2c1a2020]
1736032962.624620 yylex_token: end at WS
1736032962.624622 yylex_token: bind
1736032962.624624 yylex_token: end at WS
1736032962.624627 yylex_token: -N
1736032962.624630 yylex_token: end at WS
1736032962.624633 yylex_token: Kill current window
1736032962.624645 yylex_token: end at WS
1736032962.624652 yylex_token: &
1736032962.624656 yylex_token: end at WS
1736032962.624658 yylex_token: confirm-before
1736032962.624662 yylex_token: end at WS
1736032962.624665 yylex_token: -pkill-window #W? (y/n)
1736032962.624668 yylex_token: end at WS
1736032962.624671 yylex_token: kill-window
1736032962.624675 cmd_parse_build_commands 0:0: bind
1736032962.624678 cmd_parse_build_commands 0:1: -N
1736032962.624682 cmd_parse_build_commands 0:2: Kill current window
1736032962.624686 cmd_parse_build_commands 0:3: &
1736032962.624689 cmd_parse_build_commands 0:4 0:0: confirm-before
1736032962.624693 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1736032962.624696 cmd_parse_build_commands 0:4 0:2: kill-window
1736032962.624700 cmd_parse_build_commands 0:0: confirm-before
1736032962.624704 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1736032962.624707 cmd_parse_build_commands 0:2: kill-window
1736032962.624712 args_parse_flags: next -pkill-window #W? (y/n)
1736032962.624716 args_parse_flag_argument: -p = kill-window #W? (y/n)
1736032962.624719 args_parse_flags: next kill-window
1736032962.624722 args_parse: flags end at 2 of 3
1736032962.624725 args_parse: 2 = kill-window (type STRING)
1736032962.624734 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1736032962.624737 args_parse_flags: next -N
1736032962.624741 args_parse_flag_argument: -N = Kill current window
1736032962.624744 args_parse_flags: next &
1736032962.624746 args_parse: flags end at 3 of 5
1736032962.624749 args_parse: 3 = & (type STRING)
1736032962.624757 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1736032962.624769 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1736032962.624775 cmdq_get_command: [bind-key/0x2c1a26c0] group 78
1736032962.624779 cmdq_append <global>: [bind-key/0x2c1a26c0]
1736032962.624782 yylex_token: end at WS
1736032962.624784 yylex_token: bind
1736032962.624786 yylex_token: end at WS
1736032962.624789 yylex_token: -N
1736032962.624793 yylex_token: end at WS
1736032962.624796 yylex_token: Prompt for window index to select
1736032962.624799 yylex_token: end at WS
1736032962.624801 yylex_token: '
1736032962.624805 yylex_token: end at WS
1736032962.624812 yylex_token: command-prompt
1736032962.624814 yylex_token: end at WS
1736032962.624817 yylex_token: -T
1736032962.624820 yylex_token: end at WS
1736032962.624823 yylex_token: window-target
1736032962.624826 yylex_token: end at WS
1736032962.624829 yylex_token: -pindex
1736032962.624832 yylex_token: end at WS
1736032962.624835 yylex_token: select-window
1736032962.624837 yylex_token: end at WS
1736032962.624840 yylex_token: -t
1736032962.624843 yylex_token: end at WS
1736032962.624845 yylex_token: :%%
1736032962.624849 cmd_parse_build_commands 0:0: bind
1736032962.624852 cmd_parse_build_commands 0:1: -N
1736032962.624856 cmd_parse_build_commands 0:2: Prompt for window index to select
1736032962.624859 cmd_parse_build_commands 0:3: '
1736032962.624863 cmd_parse_build_commands 0:4 0:0: command-prompt
1736032962.624866 cmd_parse_build_commands 0:4 0:1: -T
1736032962.624869 cmd_parse_build_commands 0:4 0:2: window-target
1736032962.624872 cmd_parse_build_commands 0:4 0:3: -pindex
1736032962.624877 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1736032962.624880 cmd_parse_build_commands 0:4 0:4 0:1: -t
1736032962.624883 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1736032962.624887 cmd_parse_build_commands 0:0: command-prompt
1736032962.624890 cmd_parse_build_commands 0:1: -T
1736032962.624893 cmd_parse_build_commands 0:2: window-target
1736032962.624896 cmd_parse_build_commands 0:3: -pindex
1736032962.624900 cmd_parse_build_commands 0:4 0:0: select-window
1736032962.624903 cmd_parse_build_commands 0:4 0:1: -t
1736032962.624906 cmd_parse_build_commands 0:4 0:2: :%%
1736032962.624910 cmd_parse_build_commands 0:0: select-window
1736032962.624913 cmd_parse_build_commands 0:1: -t
1736032962.624916 cmd_parse_build_commands 0:2: :%%
1736032962.624921 args_parse_flags: next -t
1736032962.624927 args_parse_flag_argument: -t = :%%
1736032962.624930 args_parse: flags end at 3 of 3
1736032962.624937 cmd_parse_build_commands: select-window -t ":%%"
1736032962.624941 args_parse_flags: next -T
1736032962.624944 args_parse_flag_argument: -T = window-target
1736032962.624947 args_parse_flags: next -pindex
1736032962.624950 args_parse_flag_argument: -p = index
1736032962.624953 args_parse: flags end at 4 of 5
1736032962.624959 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1736032962.624970 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1736032962.624972 args_parse_flags: next -N
1736032962.624976 args_parse_flag_argument: -N = Prompt for window index to select
1736032962.624979 args_parse_flags: next '
1736032962.624982 args_parse: flags end at 3 of 5
1736032962.624984 args_parse: 3 = ' (type STRING)
1736032962.624994 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1736032962.625009 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1736032962.625016 cmdq_get_command: [bind-key/0x2c1a38a0] group 86
1736032962.625020 cmdq_append <global>: [bind-key/0x2c1a38a0]
1736032962.625023 yylex_token: end at WS
1736032962.625025 yylex_token: bind
1736032962.625028 yylex_token: end at WS
1736032962.625030 yylex_token: -N
1736032962.625034 yylex_token: end at WS
1736032962.625037 yylex_token: Switch to previous client
1736032962.625039 yylex_token: end at WS
1736032962.625042 yylex_token: (
1736032962.625045 yylex_token: end at WS
1736032962.625048 yylex_token: switch-client
1736032962.625050 yylex_token: end at WS
1736032962.625052 yylex_token: -p
1736032962.625056 cmd_parse_build_commands 0:0: bind
1736032962.625059 cmd_parse_build_commands 0:1: -N
1736032962.625062 cmd_parse_build_commands 0:2: Switch to previous client
1736032962.625065 cmd_parse_build_commands 0:3: (
1736032962.625069 cmd_parse_build_commands 0:4 0:0: switch-client
1736032962.625071 cmd_parse_build_commands 0:4 0:1: -p
1736032962.625076 cmd_parse_build_commands 0:0: switch-client
1736032962.625079 cmd_parse_build_commands 0:1: -p
1736032962.625086 args_parse_flags: next -p
1736032962.625092 args_parse_flags: -p
1736032962.625096 args_parse: flags end at 2 of 2
1736032962.625100 cmd_parse_build_commands: switch-client -p
1736032962.625103 args_parse_flags: next -N
1736032962.625107 args_parse_flag_argument: -N = Switch to previous client
1736032962.625110 args_parse_flags: next (
1736032962.625113 args_parse: flags end at 3 of 5
1736032962.625116 args_parse: 3 = ( (type STRING)
1736032962.625121 args_parse: 4 = switch-client -p (type COMMANDS)
1736032962.625131 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1736032962.625136 cmdq_get_command: [bind-key/0x2c1a3280] group 98
1736032962.625139 cmdq_append <global>: [bind-key/0x2c1a3280]
1736032962.625142 yylex_token: end at WS
1736032962.625145 yylex_token: bind
1736032962.625147 yylex_token: end at WS
1736032962.625150 yylex_token: -N
1736032962.625153 yylex_token: end at WS
1736032962.625156 yylex_token: Switch to next client
1736032962.625159 yylex_token: end at WS
1736032962.625161 yylex_token: )
1736032962.625165 yylex_token: end at WS
1736032962.625167 yylex_token: switch-client
1736032962.625170 yylex_token: end at WS
1736032962.625172 yylex_token: -n
1736032962.625176 cmd_parse_build_commands 0:0: bind
1736032962.625179 cmd_parse_build_commands 0:1: -N
1736032962.625183 cmd_parse_build_commands 0:2: Switch to next client
1736032962.625186 cmd_parse_build_commands 0:3: )
1736032962.625190 cmd_parse_build_commands 0:4 0:0: switch-client
1736032962.625192 cmd_parse_build_commands 0:4 0:1: -n
1736032962.625197 cmd_parse_build_commands 0:0: switch-client
1736032962.625199 cmd_parse_build_commands 0:1: -n
1736032962.625206 args_parse_flags: next -n
1736032962.625209 args_parse_flags: -n
1736032962.625214 args_parse: flags end at 2 of 2
1736032962.625219 cmd_parse_build_commands: switch-client -n
1736032962.625222 args_parse_flags: next -N
1736032962.625226 args_parse_flag_argument: -N = Switch to next client
1736032962.625228 args_parse_flags: next )
1736032962.625231 args_parse: flags end at 3 of 5
1736032962.625234 args_parse: 3 = ) (type STRING)
1736032962.625238 args_parse: 4 = switch-client -n (type COMMANDS)
1736032962.625247 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1736032962.625252 cmdq_get_command: [bind-key/0x2c1a4020] group 106
1736032962.625255 cmdq_append <global>: [bind-key/0x2c1a4020]
1736032962.625258 yylex_token: end at WS
1736032962.625261 yylex_token: bind
1736032962.625263 yylex_token: end at WS
1736032962.625266 yylex_token: -N
1736032962.625269 yylex_token: end at WS
1736032962.625272 yylex_token: Rename current window
1736032962.625275 yylex_token: end at WS
1736032962.625277 yylex_token: ,
1736032962.625280 yylex_token: end at WS
1736032962.625283 yylex_token: command-prompt
1736032962.625286 yylex_token: end at WS
1736032962.625288 yylex_token: -I#W
1736032962.625292 yylex_token: end at WS
1736032962.625294 yylex_token: rename-window
1736032962.625297 yylex_token: end at WS
1736032962.625299 yylex_token: --
1736032962.625302 yylex_token: end at WS
1736032962.625304 yylex_token: %%
1736032962.625308 cmd_parse_build_commands 0:0: bind
1736032962.625311 cmd_parse_build_commands 0:1: -N
1736032962.625315 cmd_parse_build_commands 0:2: Rename current window
1736032962.625318 cmd_parse_build_commands 0:3: ,
1736032962.625322 cmd_parse_build_commands 0:4 0:0: command-prompt
1736032962.625325 cmd_parse_build_commands 0:4 0:1: -I#W
1736032962.625329 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1736032962.625332 cmd_parse_build_commands 0:4 0:2 0:1: --
1736032962.625335 cmd_parse_build_commands 0:4 0:2 0:2: %%
1736032962.625339 cmd_parse_build_commands 0:0: command-prompt
1736032962.625342 cmd_parse_build_commands 0:1: -I#W
1736032962.625346 cmd_parse_build_commands 0:2 0:0: rename-window
1736032962.625348 cmd_parse_build_commands 0:2 0:1: --
1736032962.625351 cmd_parse_build_commands 0:2 0:2: %%
1736032962.625356 cmd_parse_build_commands 0:0: rename-window
1736032962.625358 cmd_parse_build_commands 0:1: --
1736032962.625364 cmd_parse_build_commands 0:2: %%
1736032962.625370 args_parse_flags: next --
1736032962.625373 args_parse: flags end at 2 of 3
1736032962.625376 args_parse: 2 = %% (type STRING)
1736032962.625381 cmd_parse_build_commands: rename-window "%%"
1736032962.625385 args_parse_flags: next -I#W
1736032962.625388 args_parse_flag_argument: -I = #W
1736032962.625390 args_parse: flags end at 2 of 3
1736032962.625396 args_parse: 2 = rename-window "%%" (type COMMANDS)
1736032962.625404 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1736032962.625407 args_parse_flags: next -N
1736032962.625410 args_parse_flag_argument: -N = Rename current window
1736032962.625413 args_parse_flags: next ,
1736032962.625415 args_parse: flags end at 3 of 5
1736032962.625418 args_parse: 3 = , (type STRING)
1736032962.625426 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1736032962.625438 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1736032962.625448 cmdq_get_command: [bind-key/0x2c1a4e60] group 114
1736032962.625452 cmdq_append <global>: [bind-key/0x2c1a4e60]
1736032962.625455 yylex_token: end at WS
1736032962.625457 yylex_token: bind
1736032962.625460 yylex_token: end at WS
1736032962.625462 yylex_token: -N
1736032962.625466 yylex_token: end at WS
1736032962.625469 yylex_token: Delete the most recent paste buffer
1736032962.625472 yylex_token: end at WS
1736032962.625475 yylex_token: -
1736032962.625478 yylex_token: end at WS
1736032962.625480 yylex_token: delete-buffer
1736032962.625484 cmd_parse_build_commands 0:0: bind
1736032962.625487 cmd_parse_build_commands 0:1: -N
1736032962.625491 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1736032962.625493 cmd_parse_build_commands 0:3: -
1736032962.625497 cmd_parse_build_commands 0:4 0:0: delete-buffer
1736032962.625501 cmd_parse_build_commands 0:0: delete-buffer
1736032962.625505 args_parse: flags end at 1 of 1
1736032962.625509 cmd_parse_build_commands: delete-buffer
1736032962.625512 args_parse_flags: next -N
1736032962.625515 args_parse_flag_argument: -N = Delete the most recent paste buffer
1736032962.625518 args_parse_flags: next -
1736032962.625521 args_parse: flags end at 3 of 5
1736032962.625524 args_parse: 3 = - (type STRING)
1736032962.625527 args_parse: 4 = delete-buffer (type COMMANDS)
1736032962.625536 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1736032962.625542 cmdq_get_command: [bind-key/0x2c1a53c0] group 126
1736032962.625546 cmdq_append <global>: [bind-key/0x2c1a53c0]
1736032962.625548 yylex_token: end at WS
1736032962.625551 yylex_token: bind
1736032962.625553 yylex_token: end at WS
1736032962.625556 yylex_token: -N
1736032962.625559 yylex_token: end at WS
1736032962.625562 yylex_token: Move the current window
1736032962.625565 yylex_token: end at WS
1736032962.625567 yylex_token: .
1736032962.625571 yylex_token: end at WS
1736032962.625573 yylex_token: command-prompt
1736032962.625575 yylex_token: end at WS
1736032962.625578 yylex_token: -T
1736032962.625581 yylex_token: end at WS
1736032962.625583 yylex_token: target
1736032962.625587 yylex_token: end at WS
1736032962.625589 yylex_token: move-window
1736032962.625592 yylex_token: end at WS
1736032962.625594 yylex_token: -t
1736032962.625597 yylex_token: end at WS
1736032962.625600 yylex_token: %%
1736032962.625604 cmd_parse_build_commands 0:0: bind
1736032962.625607 cmd_parse_build_commands 0:1: -N
1736032962.625611 cmd_parse_build_commands 0:2: Move the current window
1736032962.625614 cmd_parse_build_commands 0:3: .
1736032962.625617 cmd_parse_build_commands 0:4 0:0: command-prompt
1736032962.625620 cmd_parse_build_commands 0:4 0:1: -T
1736032962.625623 cmd_parse_build_commands 0:4 0:2: target
1736032962.625627 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1736032962.625630 cmd_parse_build_commands 0:4 0:3 0:1: -t
1736032962.625633 cmd_parse_build_commands 0:4 0:3 0:2: %%
1736032962.625651 cmd_parse_build_commands 0:0: command-prompt
1736032962.625660 cmd_parse_build_commands 0:1: -T
1736032962.625663 cmd_parse_build_commands 0:2: target
1736032962.625666 cmd_parse_build_commands 0:3 0:0: move-window
1736032962.625669 cmd_parse_build_commands 0:3 0:1: -t
